user_id,age,daily_screen_time_hours,social_media_hours,sleep_hours,exercise_minutes,study_work_hours,productivity_score,stress_level,platform,productivity_hours
10245,20,5.97,7.61,7.6,31,9.05,95.56,Medium,Snapchat,16.00670016750419
10246,18,10.74,0.57,3.67,100,4.09,91.04,High,Instagram,8.476722532588456
10247,28,4.8,4.91,7.98,78,4.72,48.31,Low,Instagram,10.064583333333335
10248,34,5.12,6.99,4.52,51,6.32,55.65,High,Snapchat,10.869140625
10249,39,10.46,5.4,6.38,98,7.0,91.73,Medium,Snapchat,8.769598470363288
10250,39,6.67,6.51,5.43,89,5.9,4.18,Low,Snapchat,0.6266866566716641
10251,32,6.89,7.21,5.07,14,7.21,97.64,Medium,Twitter,14.171262699564586
10252,25,10.47,6.13,4.86,7,8.28,97.72,Medium,Twitter,9.333333333333332
10253,17,6.4,5.88,8.13,91,9.91,94.49,High,Snapchat,14.764062499999998
10254,38,8.5,7.74,7.61,29,4.53,96.58,High,Snapchat,11.36235294117647
10255,21,1.94,6.98,6.14,53,6.26,31.1,High,LinkedIn,16.030927835051546
10256,17,2.96,6.62,6.99,106,4.39,4.67,High,Instagram,1.5777027027027026
10257,36,5.45,1.15,8.91,107,3.14,29.15,High,YouTube,5.348623853211008
10258,44,6.44,2.29,5.39,66,9.98,35.22,Low,Twitter,5.468944099378882
10259,22,11.62,4.68,6.31,69,1.12,35.89,High,Twitter,3.0886402753872635
10260,44,11.68,5.82,6.2,94,1.58,68.37,Low,Snapchat,5.8535958904109595
10261,38,10.36,2.77,8.62,89,6.25,86.5,Low,Snapchat,8.34942084942085
10262,48,4.47,1.2,5.11,7,7.39,22.98,Medium,Snapchat,5.140939597315437
10263,23,11.6,2.83,8.92,102,7.56,45.28,Low,YouTube,3.903448275862069
10264,27,8.58,6.28,4.83,62,7.33,38.47,Medium,Twitter,4.483682983682984
10265,25,5.32,7.08,3.65,92,8.1,76.7,Medium,YouTube,14.417293233082706
10266,30,8.72,7.35,4.15,16,7.7,32.47,High,Instagram,3.723623853211009
10267,39,1.18,3.34,5.56,15,5.91,6.57,High,YouTube,5.567796610169492
10268,41,2.61,3.29,6.9,117,5.23,34.05,High,LinkedIn,13.045977011494253
10269,18,10.13,3.55,6.1,112,7.48,36.04,Low,Twitter,3.557749259624876
10270,17,8.1,3.32,5.26,44,7.59,82.42,High,YouTube,10.17530864197531
10271,21,5.01,5.5,6.37,67,3.99,55.24,Medium,Twitter,11.025948103792416
10272,36,6.51,3.19,8.03,9,1.03,52.83,High,Snapchat,8.11520737327189
10273,24,10.96,0.65,8.03,79,3.83,60.28,High,YouTube,5.5
10274,25,7.95,3.79,7.36,18,5.81,56.58,Medium,Twitter,7.1169811320754715
10275,18,5.38,2.18,8.71,38,5.73,68.48,Low,YouTube,12.728624535315985
10276,39,2.32,0.72,6.54,49,4.42,90.49,Low,YouTube,39.00431034482759
10277,37,4.23,4.03,3.05,76,9.39,87.76,Low,YouTube,20.747044917257682
10278,29,11.76,2.04,4.75,59,5.29,50.04,Medium,LinkedIn,4.255102040816326
10279,42,5.81,3.9,4.97,67,2.25,84.83,Medium,LinkedIn,14.600688468158348
10280,48,6.19,2.58,6.28,31,2.74,86.44,Low,YouTube,13.964458804523424
10281,37,6.48,5.03,8.43,116,1.85,79.17,High,YouTube,12.217592592592592
10282,44,10.73,7.93,8.03,81,3.41,5.16,Medium,Twitter,0.4808946877912395
10283,34,7.64,4.6,4.39,79,3.74,66.54,Low,Snapchat,8.709424083769635
10284,34,8.63,5.35,6.12,88,4.01,32.01,Low,Instagram,3.7091541135573576
10285,21,5.28,7.39,6.95,113,8.53,87.45,Low,Snapchat,16.5625
10286,34,1.32,3.31,8.93,63,7.89,29.11,Low,Twitter,22.0530303030303
10287,28,11.24,1.75,3.19,79,5.46,91.94,High,LinkedIn,8.179715302491102
10288,41,11.44,2.62,5.78,85,5.0,61.9,High,Twitter,5.410839160839161
10289,37,11.44,3.52,8.93,23,4.4,64.86,Medium,Twitter,5.66958041958042
10290,36,11.38,5.34,8.86,27,1.12,88.89,Medium,Instagram,7.8110720562390155
10291,17,9.97,0.53,4.98,22,9.28,98.55,Low,Snapchat,9.884653961885656
10292,45,8.53,6.9,3.0,62,3.62,31.59,High,LinkedIn,3.703399765533412
10293,42,10.29,1.07,6.52,117,8.58,9.8,Medium,Twitter,0.9523809523809526
10294,22,7.61,7.25,8.2,55,7.67,72.61,High,Instagram,9.541392904073588
10295,35,2.48,7.62,4.95,84,2.03,7.95,Medium,Twitter,3.2056451612903225
10296,46,5.3,7.93,8.61,72,3.82,53.85,Low,Twitter,10.160377358490567
10297,38,11.68,6.57,5.0,65,5.36,35.18,Low,Snapchat,3.011986301369863
10298,28,4.86,1.56,6.66,37,3.36,39.61,Medium,Snapchat,8.150205761316872
10299,32,10.55,5.8,7.33,27,4.62,24.31,High,Instagram,2.3042654028436016
10300,19,2.03,2.02,5.07,25,3.54,70.23,High,Twitter,34.5960591133005
10301,29,4.68,7.23,5.11,59,6.72,57.62,Low,Twitter,12.311965811965813
10302,35,4.86,2.87,5.82,59,4.25,95.29,Low,Twitter,19.606995884773664
10303,28,1.57,2.95,8.01,90,4.12,36.2,High,YouTube,23.05732484076433
10304,18,2.31,7.38,3.61,54,3.44,40.04,High,YouTube,17.333333333333332
10305,41,3.12,0.6,6.79,24,8.21,17.34,Low,Twitter,5.5576923076923075
10306,41,10.22,1.95,7.06,20,6.81,61.55,Medium,Snapchat,6.022504892367905
10307,33,1.7,3.66,6.35,101,7.49,10.4,Medium,Instagram,6.11764705882353
10308,47,4.29,5.76,8.62,24,4.54,96.85,High,Snapchat,22.575757575757574
10309,29,1.11,5.36,6.61,57,8.56,91.1,High,Instagram,82.07207207207206
10310,18,8.65,5.52,6.81,37,4.75,70.27,Medium,LinkedIn,8.123699421965316
10311,16,7.82,7.1,6.6,45,2.59,32.41,Low,Twitter,4.144501278772378
10312,41,8.09,1.41,7.33,74,5.6,36.26,Low,Twitter,4.482076637824474
10313,39,5.12,4.42,3.81,91,5.0,9.63,Low,YouTube,1.8808593750000002
10314,29,3.29,5.94,8.37,112,1.83,25.46,Medium,LinkedIn,7.738601823708207
10315,18,8.92,5.27,3.25,99,6.96,35.95,Low,YouTube,4.030269058295964
10316,28,9.92,3.86,6.84,3,8.31,45.34,Medium,Snapchat,4.570564516129033
10317,29,2.52,0.63,6.69,18,4.21,46.96,Medium,YouTube,18.634920634920636
10318,36,6.36,0.95,4.25,61,7.83,88.63,High,Instagram,13.935534591194967
10319,41,3.74,1.39,3.24,23,6.27,45.53,Medium,Twitter,12.17379679144385
10320,18,2.85,3.07,3.83,85,3.46,95.79,Medium,Snapchat,33.61052631578948
10321,19,9.08,1.38,4.63,54,4.1,9.3,High,LinkedIn,1.024229074889868
10322,16,6.92,3.7,8.29,111,9.52,21.89,High,Twitter,3.1632947976878616
10323,48,3.38,1.84,8.13,24,2.94,39.41,Medium,Snapchat,11.659763313609467
10324,22,4.41,6.34,3.38,71,2.37,88.93,High,LinkedIn,20.165532879818596
10325,26,11.63,7.04,4.74,114,1.68,13.1,Low,Instagram,1.1263972484952707
10326,42,10.34,3.42,8.34,83,8.88,36.15,Low,Instagram,3.4961315280464214
10327,29,10.68,4.33,4.42,64,7.05,12.11,Medium,LinkedIn,1.1338951310861423
10328,37,6.06,7.65,8.98,67,2.05,77.63,High,Twitter,12.810231023102311
10329,31,7.86,4.52,4.54,11,7.89,28.96,High,Instagram,3.6844783715012723
10330,27,5.14,7.96,7.43,24,6.66,44.0,Low,Snapchat,8.560311284046692
10331,25,1.85,1.57,5.5,20,9.88,81.93,Medium,Twitter,44.28648648648649
10332,39,5.41,6.97,3.82,18,5.6,17.62,Medium,LinkedIn,3.256931608133087
10333,33,7.53,4.23,4.53,97,5.65,94.77,Medium,Instagram,12.585657370517927
10334,37,4.16,0.67,7.05,69,3.24,40.0,Low,Instagram,9.615384615384615
10335,24,10.33,7.79,5.02,51,2.72,33.71,High,YouTube,3.2633107454017427
10336,32,2.66,7.74,6.62,53,7.6,19.88,Medium,YouTube,7.473684210526315
10337,28,5.04,3.37,4.23,34,4.35,47.28,High,Twitter,9.380952380952381
10338,21,2.37,7.66,5.69,2,7.52,98.09,Low,Twitter,41.38818565400844
10339,36,5.45,1.56,6.07,32,7.97,49.61,Medium,LinkedIn,9.102752293577982
10340,22,1.44,5.6,5.48,72,9.13,45.76,High,LinkedIn,31.77777777777778
10341,40,4.0,1.94,4.19,6,4.85,1.76,High,LinkedIn,0.44
10342,26,5.41,2.35,5.77,104,1.86,29.48,Low,YouTube,5.449168207024029
10343,29,6.26,6.35,7.16,26,1.2,23.56,Low,Instagram,3.763578274760383
10344,44,6.98,3.33,8.79,0,3.63,4.86,Medium,Instagram,0.6962750716332379
10345,25,4.02,0.55,7.74,39,9.39,45.16,Low,LinkedIn,11.233830845771145
10346,20,6.75,3.61,3.97,17,7.73,14.43,High,YouTube,2.1377777777777776
10347,23,6.6,2.21,4.64,34,6.03,50.79,Medium,LinkedIn,7.695454545454545
10348,20,4.48,5.62,3.47,80,3.16,46.01,Medium,Snapchat,10.270089285714285
10349,39,10.13,1.96,3.81,38,7.42,23.05,Low,Twitter,2.2754195459032576
10350,41,7.0,6.82,4.5,10,7.67,80.04,Low,YouTube,11.434285714285716
10351,21,4.65,2.5,4.2,100,3.07,92.75,Medium,Instagram,19.946236559139784
10352,31,11.42,3.45,4.28,44,7.37,14.27,Medium,Snapchat,1.2495621716287215
10353,27,10.3,2.74,4.38,74,2.08,10.64,Low,Twitter,1.033009708737864
10354,26,11.81,5.33,4.8,2,1.92,35.13,Low,Twitter,2.974597798475868
10355,18,8.61,1.26,3.75,76,1.5,61.43,High,Twitter,7.1347270615563305
10356,21,5.16,4.09,4.67,51,8.29,63.57,Medium,YouTube,12.319767441860465
10357,34,4.09,3.01,7.13,59,3.44,62.87,High,YouTube,15.37163814180929
10358,33,8.3,7.13,4.42,91,6.44,58.0,Medium,YouTube,6.987951807228915
10359,31,11.79,1.05,4.03,57,2.3,39.19,Low,Instagram,3.324003392705683
10360,38,7.89,6.72,3.41,101,4.98,78.42,Low,Instagram,9.93916349809886
10361,24,10.7,1.76,6.0,53,1.25,95.37,Low,Instagram,8.913084112149534
10362,18,4.62,1.16,8.05,110,8.74,59.37,High,Snapchat,12.85064935064935
10363,23,5.48,2.02,3.35,33,5.86,22.72,High,Snapchat,4.145985401459853
10364,19,10.97,1.27,6.25,118,9.01,56.62,High,LinkedIn,5.1613491340018225
10365,27,9.33,4.41,6.9,27,5.21,75.8,High,LinkedIn,8.12433011789925
10366,46,11.8,7.91,6.55,60,3.85,83.14,Low,Twitter,7.045762711864406
10367,40,9.52,0.76,8.27,65,4.61,72.11,High,Twitter,7.574579831932773
10368,31,5.93,3.96,8.2,109,3.19,89.16,High,YouTube,15.035413153456998
10369,29,6.84,3.4,3.34,65,8.97,95.25,Low,Twitter,13.925438596491228
10370,28,10.91,3.05,5.17,36,3.66,49.71,High,Twitter,4.556370302474794
10371,22,7.07,2.99,7.02,15,3.63,54.56,Medium,Snapchat,7.717114568599717
10372,27,3.81,7.21,8.71,71,6.68,34.41,Low,Instagram,9.031496062992124
10373,19,5.79,0.64,7.83,103,2.1,66.23,High,Twitter,11.438687392055268
10374,17,6.68,6.31,4.06,74,2.97,59.97,High,LinkedIn,8.97754491017964
10375,18,2.06,2.4,4.68,44,4.87,18.69,High,LinkedIn,9.072815533980583
10376,19,9.18,3.37,7.58,14,2.64,69.74,Low,Twitter,7.5969498910675375
10377,27,2.2,3.65,5.83,3,3.32,80.7,High,YouTube,36.68181818181818
10378,34,5.45,2.79,6.28,22,7.3,18.92,High,LinkedIn,3.4715596330275234
10379,25,9.85,1.2,6.65,71,3.52,17.26,High,Twitter,1.7522842639593912
10380,16,6.14,1.36,3.62,79,6.73,64.27,Low,LinkedIn,10.467426710097719
10381,32,10.26,2.74,8.14,15,5.45,12.5,Low,Twitter,1.2183235867446394
10382,31,4.76,6.66,8.18,87,7.91,81.15,Medium,Snapchat,17.048319327731093
10383,24,11.53,1.51,5.81,52,7.76,64.65,High,LinkedIn,5.607111882046835
10384,24,3.3,6.07,6.76,9,2.78,4.21,Medium,Twitter,1.2757575757575759
10385,24,1.42,2.67,6.96,33,9.49,77.27,Low,Snapchat,54.41549295774648
10386,27,10.6,7.13,4.14,17,8.22,51.48,Medium,Twitter,4.856603773584905
10387,30,9.27,3.71,3.68,52,5.79,50.12,Low,Twitter,5.4066882416396975
10388,17,3.55,1.79,3.12,15,6.04,31.88,Medium,YouTube,8.980281690140846
10389,26,11.83,7.89,8.48,99,8.46,29.06,Low,Twitter,2.456466610312764
10390,26,6.53,1.82,5.07,61,5.36,50.53,Medium,LinkedIn,7.738131699846861
10391,23,11.46,4.76,3.51,51,5.31,1.31,High,Instagram,0.11431064572425828
10392,47,6.56,4.77,5.79,114,6.67,79.72,Medium,Twitter,12.152439024390244
10393,21,6.19,3.3,3.45,56,1.79,78.62,High,LinkedIn,12.70113085621971
10394,35,5.94,7.64,3.51,71,6.24,73.82,High,Twitter,12.427609427609426
10395,23,4.68,6.83,5.93,63,3.02,60.65,Medium,Instagram,12.95940170940171
10396,49,6.87,6.72,6.05,83,2.05,30.26,Low,Instagram,4.404657933042213
10397,34,5.98,7.81,6.48,22,8.34,66.14,High,Twitter,11.06020066889632
10398,22,1.4,3.93,6.94,39,4.44,13.79,Medium,LinkedIn,9.85
10399,46,3.86,1.23,7.01,13,5.53,27.08,Medium,Snapchat,7.015544041450777
10400,33,3.34,6.24,5.6,79,3.64,5.47,High,YouTube,1.6377245508982037
10401,29,10.54,3.36,6.86,101,1.28,86.09,Low,Twitter,8.167931688804556
10402,32,7.59,1.93,4.83,17,4.98,83.01,High,LinkedIn,10.936758893280633
10403,24,9.4,4.12,5.65,103,7.75,45.63,Medium,Instagram,4.854255319148936
10404,35,11.53,7.44,5.36,114,7.82,44.32,Medium,LinkedIn,3.8438855160450998
10405,43,8.08,1.79,4.97,93,9.3,92.67,High,Twitter,11.469059405940595
10406,35,11.81,6.87,4.43,35,8.56,67.84,Low,LinkedIn,5.74428450465707
10407,42,4.43,3.64,3.47,99,9.84,71.22,High,LinkedIn,16.076749435665914
10408,23,3.05,1.53,6.04,38,6.14,36.57,High,Twitter,11.99016393442623
10409,47,5.44,6.86,6.22,103,1.46,29.87,High,Twitter,5.490808823529411
10410,16,6.18,7.77,5.02,40,8.77,12.32,Low,Snapchat,1.993527508090615
10411,32,10.85,2.68,8.86,0,9.57,8.18,High,Twitter,0.7539170506912443
10412,24,7.16,2.78,6.34,80,5.18,90.65,High,Instagram,12.660614525139666
10413,35,4.21,3.43,8.33,91,2.03,90.73,Medium,LinkedIn,21.55106888361045
10414,47,9.17,6.61,6.42,70,1.22,23.47,Medium,Instagram,2.559432933478735
10415,17,6.56,0.58,4.14,83,6.52,4.7,Low,YouTube,0.7164634146341464
10416,47,2.78,2.18,8.85,41,7.01,35.3,Low,YouTube,12.697841726618705
10417,24,7.35,5.79,8.31,23,1.15,95.24,Medium,Twitter,12.9578231292517
10418,45,11.03,3.54,5.83,116,9.54,31.2,High,LinkedIn,2.8286491387126023
10419,35,10.27,2.98,4.46,64,5.88,86.66,Low,Twitter,8.438169425511198
10420,16,7.45,7.04,4.34,17,6.51,81.82,Low,Snapchat,10.982550335570469
10421,20,5.15,7.38,7.84,89,6.08,94.5,Low,Instagram,18.349514563106794
10422,16,1.96,7.61,3.41,13,3.85,50.17,Medium,Twitter,25.596938775510207
10423,29,6.17,2.54,6.83,18,9.11,92.27,High,Snapchat,14.954619124797407
10424,24,9.27,7.34,6.84,81,1.03,74.44,Low,Instagram,8.030204962243797
10425,45,4.96,6.03,4.09,108,7.72,86.93,Medium,Twitter,17.526209677419356
10426,39,3.59,1.66,7.23,6,4.25,73.6,Medium,Twitter,20.501392757660167
10427,19,11.25,5.08,7.23,63,2.71,46.66,Medium,Twitter,4.147555555555555
10428,29,10.04,0.7,5.1,1,4.92,91.99,Low,Snapchat,9.162350597609562
10429,40,8.02,5.81,5.9,6,2.78,80.25,Medium,Instagram,10.006234413965087
10430,19,2.5,6,8.0,27,8.82,64.47,Medium,LinkedIn,25.788
10431,40,2.59,6.42,6.14,91,8.16,48.82,High,Snapchat,18.849420849420852
10432,25,2.14,1.79,6.71,105,8.71,10.37,Medium,Snapchat,4.845794392523364
10433,22,7.78,5.21,5.48,80,8.52,81.73,Low,Snapchat,10.505141388174808
10434,28,2.27,1.84,3.9,29,8.42,42.22,Medium,Instagram,18.599118942731277
10435,19,10.27,7.6,8.99,84,6.23,36.58,High,YouTube,3.5618305744888024
10436,29,11.92,5.56,6.19,100,9.12,23.83,Medium,LinkedIn,1.9991610738255032
10437,33,5.03,1.21,5.02,72,1.53,54.62,Low,LinkedIn,10.858846918489064
10438,23,5.99,1.9,7.28,35,3.57,83.16,Medium,LinkedIn,13.88313856427379
10439,47,8.83,5.48,6.72,115,2.91,29.67,Low,YouTube,3.360135900339751
10440,42,11.31,4.08,4.4,21,2.09,92.15,Medium,Snapchat,8.14765694076039
10441,38,10.84,6.02,8.26,78,1.06,40.3,Medium,YouTube,3.717712177121771
10442,22,1.63,2.61,3.43,77,4.62,96.97,Low,LinkedIn,59.490797546012274
10443,27,2.86,5.43,6.63,26,7.52,67.99,Medium,Snapchat,23.772727272727273
10444,40,9.3,1.83,5.87,81,6.8,37.35,Low,Instagram,4.016129032258064
10445,18,8.58,4.58,4.91,9,6.86,98.38,Medium,LinkedIn,11.466200466200466
10446,41,2.47,7.68,7.96,111,8.99,59.84,Low,Snapchat,24.226720647773277
10447,19,6.52,5.21,6.94,21,9.62,77.1,Medium,Instagram,11.825153374233128
10448,30,9.59,0.87,7.56,22,7.13,45.73,Medium,YouTube,4.768508863399374
10449,47,3.41,7.92,5.49,51,1.76,12.81,Medium,Snapchat,3.756598240469208
10450,44,10.58,1.68,8.65,41,7.09,96.44,High,Snapchat,9.11531190926276
10451,25,1.58,5.89,5.07,40,5.99,32.85,Medium,YouTube,20.79113924050633
10452,36,9.6,4.49,6.19,47,1.58,91.87,High,Instagram,9.569791666666667
10453,31,7.77,2.71,8.6,68,3.31,90.85,Low,YouTube,11.692406692406692
10454,34,4.47,1.83,3.5,50,3.14,10.4,High,LinkedIn,2.3266219239373602
10455,44,8.93,1.83,3.65,88,7.96,12.36,Medium,Twitter,1.3840985442329228
10456,33,9.61,6.94,8.97,0,4.11,61.59,Medium,YouTube,6.408949011446411
10457,31,11.27,7.05,8.83,87,5.51,4.55,High,LinkedIn,0.40372670807453415
10458,16,5.05,3.99,7.63,96,8.07,42.69,High,Snapchat,8.453465346534653
10459,17,8.55,1.28,5.91,55,9.43,53.25,High,LinkedIn,6.228070175438596
10460,30,7.63,7.13,6.04,100,5.84,20.48,Medium,Snapchat,2.6841415465268676
10461,43,6.78,4.15,4.54,70,6.0,77.25,Low,Twitter,11.393805309734512
10462,16,10.79,3.79,5.6,23,1.86,43.73,High,Twitter,4.052826691380909
10463,20,1.03,3.56,5.59,14,5.45,42.89,Low,YouTube,41.640776699029125
10464,37,4.1,3.24,3.22,74,7.18,24.2,High,Twitter,5.902439024390244
10465,28,6.92,4.45,5.72,43,2.7,88.89,High,YouTube,12.845375722543352
10466,16,2.96,5.03,5.88,80,2.0,2.11,High,Instagram,0.7128378378378378
10467,31,10.99,4,6.99,48,8.77,1.68,Low,Snapchat,0.15286624203821655
10468,37,8.12,7.22,6.1,86,2.03,99.55,Medium,YouTube,12.259852216748769
10469,47,6.26,2.88,8.17,48,9.22,3.09,Medium,Twitter,0.4936102236421725
10470,31,9.96,4.84,5.21,67,3.46,16.36,Medium,Twitter,1.6425702811244978
10471,30,5.96,2.75,5.46,94,3.97,88.41,Medium,Snapchat,14.833892617449663
10472,27,7.15,6.15,6.43,117,5.73,61.96,High,Snapchat,8.665734265734265
10473,16,1.03,1.27,4.22,97,2.69,62.87,Low,Instagram,61.03883495145631
10474,32,5.02,1.92,5.36,73,7.2,48.1,High,Instagram,9.58167330677291
10475,43,2.53,6.51,7.12,36,5.72,15.91,Medium,Twitter,6.288537549407115
10476,22,8.59,1.87,5.47,73,9.52,37.35,Medium,Snapchat,4.348079161816066
10477,24,6.27,5.19,8.44,41,9.2,72.07,High,YouTube,11.494417862838915
10478,37,4.32,7.78,6.69,58,7.93,49.05,High,YouTube,11.354166666666666
10479,41,6.15,4.42,3.92,74,2.66,73.25,Medium,Snapchat,11.910569105691057
10480,27,3.31,1.91,5.92,94,2.92,1.72,High,LinkedIn,0.5196374622356495
10481,22,11.18,2.91,7.59,9,3.42,65.92,Medium,Instagram,5.896243291592129
10482,30,1.59,6.68,6.86,106,8.51,59.7,Low,LinkedIn,37.54716981132076
10483,36,10.52,3.14,8.31,101,6.83,97.46,Low,YouTube,9.264258555133079
10484,29,6.62,5.93,7.5,52,2.58,90.79,High,Snapchat,13.714501510574019
10485,17,7.81,6.33,3.37,41,5.12,60.43,Low,YouTube,7.737516005121639
10486,23,4.33,4.26,3.68,7,9.77,58.04,Medium,Instagram,13.404157043879907
10487,21,11.63,6.37,6.9,74,7.59,10.16,Medium,YouTube,0.8736027515047291
10488,48,4.1,2.88,4.43,83,9.41,94.17,Low,Snapchat,22.968292682926833
10489,21,7.48,4.37,6.53,23,8.28,70.98,Medium,Snapchat,9.489304812834225
10490,41,11.93,5.65,7.75,50,7.53,50.72,Low,Snapchat,4.251466890192791
10491,29,10.69,1.76,6.46,70,8.47,85.89,High,Instagram,8.034611786716559
10492,23,6.9,2.55,5.49,59,7.23,73.34,Medium,YouTube,10.628985507246377
10493,28,11.89,5.39,6.88,20,6.11,56.79,Low,Instagram,4.7762825904121105
10494,28,8.72,5.42,3.86,107,7.62,54.37,High,Instagram,6.235091743119265
10495,43,3.3,4.2,7.34,52,3.07,92.7,High,YouTube,28.090909090909093
10496,33,5.46,6.47,7.18,5,5.41,80.11,Low,LinkedIn,14.672161172161172
10497,34,4.68,4.12,6.09,30,9.56,40.91,High,YouTube,8.741452991452991
10498,47,4.78,7.11,4.67,11,8.28,63.25,High,Instagram,13.232217573221757
10499,37,9.37,6.02,7.79,100,9.34,20.44,Low,Twitter,2.1814300960512276
10500,17,7.43,2.86,6.06,12,9.71,93.39,High,LinkedIn,12.569313593539704
10501,28,1.42,3.46,3.36,48,6.28,69.83,Medium,LinkedIn,49.17605633802817
10502,38,10.65,5.51,8.51,30,2.77,96.04,Medium,Twitter,9.017840375586855
10503,40,4.26,7.21,7.61,8,7.67,29.9,Low,LinkedIn,7.018779342723005
10504,43,11.97,1.84,6.51,26,1.07,32.2,High,YouTube,2.690058479532164
10505,26,11.5,4.36,5.62,115,1.8,83.38,Low,Twitter,7.2504347826086954
10506,48,11.35,1.39,8.76,52,3.58,26.92,High,Twitter,2.3718061674008815
10507,39,9.92,2.6,7.65,80,1.14,36.41,High,Twitter,3.670362903225806
10508,17,3.43,5.64,6.21,114,7.15,88.55,Low,YouTube,25.816326530612244
10509,45,6.86,1.08,6.92,50,8.35,52.26,Medium,LinkedIn,7.618075801749271
10510,32,3.47,5.47,4.68,71,7.78,30.74,High,LinkedIn,8.85878962536023
10511,49,3.86,7.26,4.17,26,2.3,41.52,High,Snapchat,10.756476683937825
10512,37,7.72,7.77,4.64,39,8.24,71.48,Medium,YouTube,9.259067357512954
10513,20,1.45,2.12,4.76,61,8.46,16.71,Medium,LinkedIn,11.524137931034483
10514,31,11.66,6.12,7.44,57,1.87,96.25,High,Snapchat,8.254716981132075
10515,28,11.11,7.45,3.84,14,5.43,49.8,High,Snapchat,4.482448244824482
10516,41,5.19,1.19,7.67,38,7.19,76.73,High,Instagram,14.784200385356455
10517,46,6.67,3.61,6.14,69,4.66,70.49,Medium,YouTube,10.568215892053972
10518,38,6.13,7.4,5.31,95,9.0,68.39,High,Snapchat,11.156606851549755
10519,27,10.7,2.02,4.8,111,5.76,42.58,High,Twitter,3.979439252336449
10520,29,8.57,7.5,6.08,7,2.1,5.19,High,Twitter,0.6056009334889149
10521,33,4.06,4.45,4.91,34,5.77,74.4,Medium,Instagram,18.325123152709363
10522,42,5.92,1.25,5.58,62,6.2,95.42,High,Snapchat,16.118243243243242
10523,43,5.72,3.87,7.43,30,9.58,51.0,Medium,Twitter,8.916083916083917
10524,33,11.55,2.95,6.76,105,4.8,95.43,Low,Snapchat,8.262337662337663
10525,31,2.93,2.62,7.49,89,9.04,53.96,High,Twitter,18.416382252559725
10526,31,1.99,4.56,7.28,41,3.88,17.57,Low,YouTube,8.829145728643216
10527,28,10.69,4.13,7.89,87,5.07,24.71,Medium,LinkedIn,2.311506080449018
10528,44,10.86,4.11,4.21,114,7.08,86.61,High,Twitter,7.975138121546962
10529,24,10.59,1.16,8.97,65,8.97,62.53,Medium,YouTube,5.90462700661001
10530,41,6.62,6.52,5.85,40,7.97,42.02,Medium,LinkedIn,6.347432024169184
10531,43,8.26,4.11,7.31,0,2.4,80.14,High,Instagram,9.702179176755449
10532,28,7.2,6.66,7.07,73,2.74,64.53,High,LinkedIn,8.9625
10533,24,1.76,6.68,6.4,113,1.61,87.36,Medium,YouTube,49.63636363636363
10534,29,7.55,2.88,8.97,86,6.59,97.12,Low,Twitter,12.863576158940399
10535,27,1.15,0.53,4.3,32,4.96,65.47,High,Instagram,56.9304347826087
10536,47,4.57,7.33,5.53,107,8.88,97.1,Medium,Snapchat,21.247264770240697
10537,18,11.26,6.21,3.77,36,9.9,47.57,High,Instagram,4.224689165186501
10538,31,4.34,1.3,4.09,56,8.91,84.16,High,LinkedIn,19.391705069124423
10539,35,11.34,5.76,7.28,10,1.42,90.74,Medium,YouTube,8.001763668430335
10540,47,3.75,0.65,3.03,83,9.5,5.47,Medium,Instagram,1.4586666666666666
10541,38,4.46,0.71,8.34,89,1.93,86.64,Low,Instagram,19.426008968609867
10542,32,7.91,4.44,6.8,109,5.02,41.46,High,Twitter,5.241466498103666
10543,31,9.38,1.22,5.65,46,3.68,40.42,Low,LinkedIn,4.309168443496802
10544,23,6.52,7.73,4.99,65,2.41,78.38,Low,Twitter,12.021472392638037
10545,34,10.7,7.2,3.76,88,2.54,25.39,Low,Twitter,2.3728971962616825
10546,45,1.44,5.37,8.53,3,4.11,4.12,Low,LinkedIn,2.861111111111111
10547,49,11.14,0.98,7.27,82,1.23,27.84,Low,Instagram,2.499102333931777
10548,29,3.16,2.94,5.02,76,1.58,65.2,Low,YouTube,20.632911392405063
10549,37,10.73,3.29,3.43,82,7.43,95.39,Low,YouTube,8.890027958993477
10550,32,5.41,4.11,4.95,76,6.64,40.18,Medium,LinkedIn,7.426987060998151
10551,30,10.16,1.77,4.11,54,1.89,79.96,Low,LinkedIn,7.87007874015748
10552,47,8.39,4.83,7.72,11,4.89,20.85,Medium,YouTube,2.4851013110846245
10553,28,2.94,3.77,7.32,65,6.47,85.34,Medium,YouTube,29.027210884353742
10554,36,11.1,7.6,5.99,36,1.88,76.78,Medium,Snapchat,6.917117117117117
10555,48,3.7,7.52,8.32,113,9.75,45.37,Medium,LinkedIn,12.262162162162161
10556,42,3.69,4.74,4.08,22,8.64,89.59,Medium,Twitter,24.279132791327914
10557,31,9.96,5.33,5.71,54,3.05,4.75,High,Instagram,0.4769076305220883
10558,43,2.16,1.53,7.26,18,5.67,78.8,Medium,Instagram,36.48148148148148
10559,49,3.44,2.17,3.41,66,5.57,4.49,High,Snapchat,1.305232558139535
10560,16,6.54,7.26,5.24,87,4.01,86.63,High,LinkedIn,13.24617737003058
10561,46,10.14,5.74,6.43,22,7.84,18.5,Medium,Instagram,1.824457593688363
10562,48,2.62,1.92,5.2,3,6.92,4.79,Medium,Instagram,1.8282442748091603
10563,48,7.02,4.78,5.88,17,8.78,31.57,Medium,Instagram,4.497150997150998
