user_id,age,daily_screen_time_hours,social_media_hours,sleep_hours,exercise_minutes,study_work_hours,productivity_score,stress_level,platform,prouductivity_score_hours,productivity_score_hours
8073,31,11.45,1.04,8.82,22,4.63,52.42,Medium,Twitter,11.321814254859612,11.321814254859612
8074,33,11.82,6.08,8.4,31,2.35,7.02,Low,Snapchat,2.987234042553191,2.987234042553191
8075,48,10.53,4.71,6.41,71,1.19,6.82,Low,LinkedIn,5.73109243697479,5.73109243697479
8076,16,11.01,4.79,7.69,110,9.55,61.73,High,LinkedIn,6.463874345549738,6.463874345549738
8077,27,3.39,2.65,8.46,74,8.0,48.57,Medium,Instagram,6.07125,6.07125
8078,21,10.14,6.61,4.46,12,2.95,51.1,Low,YouTube,17.322033898305083,17.322033898305083
8079,20,8.8,0.52,6.48,52,2.28,32.55,Low,YouTube,14.276315789473685,14.276315789473685
8080,31,11.59,3,5.89,19,9.64,79.27,High,Twitter,8.223029045643152,8.223029045643152
8081,33,7.28,5.45,7.63,0,3.17,20.92,Medium,Instagram,6.599369085173502,6.599369085173502
8082,33,1.94,7.31,5.27,56,5.16,59.03,Low,YouTube,11.439922480620154,11.439922480620154
8083,16,7.57,2.26,7.25,65,6.5,86.19,High,Twitter,13.26,13.26
8084,34,8.55,4.56,5.42,10,1.56,83.57,High,Twitter,53.57051282051282,53.57051282051282
8085,23,3.42,4.53,3.67,45,4.1,3.83,High,YouTube,0.9341463414634147,0.9341463414634147
8086,18,5.34,7.06,3.64,29,9.49,28.62,Medium,Snapchat,3.0158061116965227,3.0158061116965227
8087,40,7.58,0.88,3.71,68,7.3,71.76,High,Twitter,9.83013698630137,9.83013698630137
8088,20,5.12,3.68,3.2,6,4.31,74.33,Low,YouTube,17.245939675174014,17.245939675174014
8089,34,5.12,1.87,6.2,23,8.13,48.79,Low,Snapchat,6.001230012300122,6.001230012300122
8090,33,2.46,0.66,7.03,94,8.53,21.05,Medium,YouTube,2.4677608440797187,2.4677608440797187
8091,46,11.35,1.6,3.76,47,2.37,28.62,Low,Twitter,12.075949367088608,12.075949367088608
8092,48,9.26,7.82,6.67,93,6.28,80.29,Medium,Snapchat,12.785031847133759,12.785031847133759
8093,33,1.01,2.11,6.59,42,4.3,20.02,Low,Twitter,4.655813953488372,4.655813953488372
8094,31,9.42,7.51,3.88,78,5.56,94.29,High,YouTube,16.958633093525183,16.958633093525183
8095,31,9.14,2.04,5.42,35,5.22,50.59,Low,Instagram,9.691570881226054,9.691570881226054
8096,22,1.11,7.48,7.53,73,5.53,29.06,High,Instagram,5.25497287522604,5.25497287522604
8097,29,5.07,5.41,3.1,0,5.7,39.57,Medium,YouTube,6.942105263157894,6.942105263157894
8098,40,7.67,1.35,3.88,6,1.62,26.39,High,LinkedIn,16.290123456790123,16.290123456790123
8099,47,5.98,4.86,8.97,43,2.6,39.05,High,Snapchat,15.019230769230768,15.019230769230768
8100,37,9.56,2.89,7.4,60,6.1,13.95,Low,Instagram,2.2868852459016393,2.2868852459016393
8101,31,5.68,3.37,5.78,25,9.42,82.49,Medium,YouTube,8.756900212314225,8.756900212314225
8102,44,2.69,3.8,6.78,106,7.72,96.4,Low,LinkedIn,12.487046632124354,12.487046632124354
8103,31,11.74,3.67,8.08,106,3.15,66.25,Medium,Twitter,21.03174603174603,21.03174603174603
8104,27,3.66,5.48,8.05,112,4.26,81.05,High,Twitter,19.025821596244132,19.025821596244132
8105,32,8.89,6.26,4.95,29,4.02,23.58,Medium,Twitter,5.865671641791045,5.865671641791045
8106,42,2.57,2.97,5.95,0,7.93,7.21,Medium,YouTube,0.9092055485498108,0.9092055485498108
8107,40,4.62,7.43,6.83,62,9.75,63.08,Medium,Snapchat,6.469743589743589,6.469743589743589
8108,28,5.86,7.54,3.43,14,4.2,81.94,Low,YouTube,19.50952380952381,19.50952380952381
8109,23,3.11,0.81,8.67,62,1.13,83.6,High,LinkedIn,73.98230088495575,73.98230088495575
8110,20,5.95,0.61,5.6,54,9.43,53.74,High,Snapchat,5.698833510074231,5.698833510074231
8111,27,2.73,3.69,5.23,56,7.78,62.59,Low,Twitter,8.044987146529563,8.044987146529563
8112,18,7.15,4.93,8.44,116,8.51,37.46,Medium,Instagram,4.401880141010576,4.401880141010576
8113,48,8.3,2.58,3.71,19,2.88,83.24,High,Instagram,28.90277777777778,28.90277777777778
8114,37,1.69,2.45,3.24,21,6.81,70.06,High,Instagram,10.287812041116007,10.287812041116007
8115,24,10.58,5.59,7.11,88,3.09,19.4,High,LinkedIn,6.2783171521035595,6.2783171521035595
8116,33,3.04,5.01,5.31,49,1.1,28.66,Medium,Twitter,26.05454545454545,26.05454545454545
8117,44,3.48,1.75,7.59,116,2.41,16.03,Low,Instagram,6.651452282157677,6.651452282157677
8118,42,8.27,7.13,3.41,35,9.31,51.07,Low,Snapchat,5.485499462943071,5.485499462943071
8119,32,6.16,5.6,5.3,114,2.94,21.02,High,Instagram,7.149659863945578,7.149659863945578
8120,49,6.49,3.22,4.41,36,6.27,16.72,Medium,LinkedIn,2.6666666666666665,2.6666666666666665
8121,18,2.41,5.63,7.44,45,9.71,16.88,High,Instagram,1.7384140061791964,1.7384140061791964
8122,20,9.86,1.34,4.36,118,1.68,27.32,Low,LinkedIn,16.261904761904763,16.261904761904763
8123,29,7.79,4.01,5.75,108,8.27,81.09,Medium,LinkedIn,9.805320435308344,9.805320435308344
8124,18,2.49,1.77,7.91,26,6.38,93.89,Low,Snapchat,14.716300940438872,14.716300940438872
8125,38,5.11,0.81,8.49,18,3.91,99.59,High,LinkedIn,25.470588235294116,25.470588235294116
8126,45,9.91,3.04,7.34,82,4.28,4.99,Low,YouTube,1.1658878504672896,1.1658878504672896
8127,38,7.25,1.63,5.58,15,1.24,57.32,Medium,Twitter,46.225806451612904,46.225806451612904
8128,42,2.2,5.25,6.43,53,3.3,27.38,Medium,LinkedIn,8.296969696969697,8.296969696969697
8129,25,5.1,5.56,7.14,84,4.81,98.9,Medium,YouTube,20.561330561330564,20.561330561330564
8130,40,3.67,1.62,8.25,114,7.45,98.45,Low,YouTube,13.21476510067114,13.21476510067114
8131,28,6.69,0.68,8.33,96,3.47,93.48,Medium,Instagram,26.939481268011527,26.939481268011527
8132,31,10.28,6.45,8.59,105,6.22,2.41,Low,Snapchat,0.387459807073955,0.387459807073955
8133,49,5.8,0.52,7.86,94,7.59,16.3,Medium,Instagram,2.1475625823451914,2.1475625823451914
8134,37,5.77,3.08,3.88,33,7.29,55.69,Low,Snapchat,7.639231824417009,7.639231824417009
8135,32,10.96,4.21,7.49,78,6.31,19.54,Low,Instagram,3.096671949286846,3.096671949286846
8136,38,7.34,6.64,7.89,50,6.22,85.63,Low,Instagram,13.766881028938906,13.766881028938906
8137,24,7.23,6.79,8.27,35,7.49,70.27,Medium,YouTube,9.38184245660881,9.38184245660881
8138,17,3.88,5.94,8.55,52,4.02,19.22,Low,Twitter,4.781094527363185,4.781094527363185
8139,47,7.68,2.35,6.05,89,5.05,82.02,Medium,YouTube,16.24158415841584,16.24158415841584
8140,37,7.34,5.9,6.93,93,9.7,50.33,High,Instagram,5.188659793814433,5.188659793814433
8141,28,5.37,2.35,3.06,61,7.02,71.26,Medium,Twitter,10.150997150997153,10.150997150997153
8142,23,11.9,2.11,6.44,30,5.68,14.84,High,Instagram,2.6126760563380285,2.6126760563380285
8143,16,10.7,4.6,5.84,88,6.2,52.27,Medium,Instagram,8.430645161290323,8.430645161290323
8144,32,9.25,5.59,8.77,3,1.94,77.86,High,Twitter,40.134020618556704,40.134020618556704
8145,27,6.91,0.9,8.41,11,6.33,35.21,Low,YouTube,5.562401263823065,5.562401263823065
8146,19,6.08,0.95,7.79,52,8.53,19.5,High,LinkedIn,2.2860492379835877,2.2860492379835877
8147,28,3.03,6.38,3.34,60,5.71,64.31,High,Instagram,11.262697022767076,11.262697022767076
8148,46,4.36,6.95,5.41,18,2.59,64.76,Low,LinkedIn,25.003861003861008,25.003861003861008
8149,22,9.51,5.03,7.18,118,5.03,21.23,High,YouTube,4.220675944333996,4.220675944333996
8150,38,5.99,3.72,3.18,55,3.5,7.87,Medium,LinkedIn,2.2485714285714287,2.2485714285714287
8151,39,10.7,6.84,4.41,8,4.24,17.48,Medium,YouTube,4.122641509433962,4.122641509433962
8152,20,2.63,5.97,8.33,24,3.03,28.28,High,LinkedIn,9.333333333333334,9.333333333333334
8153,20,6.59,4.85,3.78,53,4.01,4.59,High,LinkedIn,1.144638403990025,1.144638403990025
8154,32,8.12,2.9,3.31,111,8.4,92.35,Medium,Instagram,10.994047619047619,10.994047619047619
8155,45,6.69,1.98,6.48,46,7.82,23.82,Medium,Twitter,3.0460358056265986,3.0460358056265986
8156,24,10.78,3.64,8.68,40,5.41,74.15,High,Twitter,13.706099815157117,13.706099815157117
8157,21,11.89,2.65,8.01,50,8.04,42.05,Low,YouTube,5.230099502487563,5.230099502487563
8158,40,2.27,3.04,8.85,49,9.78,50.7,Low,Instagram,5.184049079754602,5.184049079754602
8159,34,2.43,4.37,7.52,116,4.66,54.16,Medium,LinkedIn,11.622317596566523,11.622317596566523
8160,31,2.43,1.77,5.62,6,9.82,77.51,Low,YouTube,7.893075356415479,7.893075356415479
8161,36,8.49,6.55,8.68,26,3.21,79.0,High,Twitter,24.610591900311526,24.610591900311526
8162,17,5.1,1.59,5.56,47,9.59,14.99,Medium,LinkedIn,1.5630865484880083,1.5630865484880083
8163,25,9.07,4.11,5.1,110,8.78,31.03,Low,Instagram,3.534168564920274,3.534168564920274
8164,31,5.46,6.09,5.69,54,2.79,57.73,Low,YouTube,20.69175627240143,20.69175627240143
8165,30,7.9,4.14,7.88,62,4.15,33.71,Low,Snapchat,8.122891566265059,8.122891566265059
8166,28,9.47,3.21,8.51,106,7.37,14.15,Medium,Instagram,1.9199457259158752,1.9199457259158752
8167,28,7.03,4.06,5.15,5,2.72,41.43,High,YouTube,15.231617647058822,15.231617647058822
8168,47,6.93,6.87,5.77,34,6.32,22.62,High,LinkedIn,3.579113924050633,3.579113924050633
8169,23,1.97,7.93,8.39,31,5.81,15.2,Medium,YouTube,2.6161790017211706,2.6161790017211706
8170,33,5.52,5.23,3.28,77,3.63,31.1,Low,Instagram,8.567493112947659,8.567493112947659
8171,41,7.0,6.45,7.7,5,3.7,30.67,High,Twitter,8.28918918918919,8.28918918918919
8172,25,6.08,0.61,5.73,62,5.65,10.62,Low,Twitter,1.8796460176991148,1.8796460176991148
8173,46,10.91,7.1,5.26,112,3.7,58.83,High,Instagram,15.899999999999999,15.899999999999999
8174,48,10.97,7.66,5.68,114,2.62,32.12,High,LinkedIn,12.259541984732824,12.259541984732824
8175,44,10.04,4.81,5.51,17,7.96,18.16,High,Twitter,2.2814070351758793,2.2814070351758793
8176,20,5.13,6.15,7.54,30,6.24,82.04,Low,Snapchat,13.147435897435898,13.147435897435898
8177,28,8.89,4.35,8.57,51,4.94,1.25,Low,Snapchat,0.25303643724696356,0.25303643724696356
8178,16,5.35,2.65,5.95,15,2.63,45.97,Low,Snapchat,17.479087452471482,17.479087452471482
8179,38,3.56,6.89,8.0,55,6.35,44.06,Low,YouTube,6.938582677165355,6.938582677165355
8180,18,4.77,4.98,7.39,66,6.66,67.44,Low,LinkedIn,10.126126126126126,10.126126126126126
8181,18,1.78,4.85,4.98,94,5.32,39.55,Medium,LinkedIn,7.4342105263157885,7.4342105263157885
8182,22,4.65,5.44,6.52,101,4.35,51.76,High,Twitter,11.898850574712645,11.898850574712645
8183,30,6.07,6.92,7.0,61,8.81,90.94,High,Instagram,10.322360953461974,10.322360953461974
8184,18,11.51,5.99,3.14,80,7.34,17.66,Medium,Snapchat,2.4059945504087192,2.4059945504087192
8185,44,4.45,2.08,5.38,51,4.21,11.45,High,Snapchat,2.7197149643705463,2.7197149643705463
8186,45,10.93,4,8.96,4,6.34,74.93,Medium,Instagram,11.818611987381704,11.818611987381704
8187,33,3.52,7.85,6.82,52,3.1,74.55,Medium,Instagram,24.048387096774192,24.048387096774192
8188,26,3.1,4.66,5.01,79,1.1,92.04,Medium,Snapchat,83.67272727272727,83.67272727272727
8189,16,6.71,7.54,4.5,16,8.82,98.33,High,Instagram,11.148526077097506,11.148526077097506
8190,44,8.4,6.6,4.26,30,8.37,39.05,Medium,YouTube,4.6654719235364395,4.6654719235364395
8191,25,1.49,5.5,5.41,15,6.75,38.37,High,Twitter,5.684444444444444,5.684444444444444
8192,43,3.43,3.12,4.16,56,8.3,90.56,Low,YouTube,10.910843373493975,10.910843373493975
8193,46,6.01,2.78,3.81,20,8.03,86.21,Low,Snapchat,10.735990037359901,10.735990037359901
8194,34,4.64,5.33,5.18,40,8.74,38.17,Medium,Twitter,4.367276887871854,4.367276887871854
8195,18,8.84,3.74,6.64,38,9.03,8.55,Medium,Twitter,0.9468438538205981,0.9468438538205981
8196,30,6.62,6.49,3.88,36,8.37,58.54,Low,Twitter,6.994026284348865,6.994026284348865
8197,48,2.76,6.2,3.27,40,8.67,27.6,Low,LinkedIn,3.183391003460208,3.183391003460208
8198,41,10.84,2.84,3.21,52,5.52,90.95,Low,LinkedIn,16.47644927536232,16.47644927536232
8199,31,4.22,5.77,4.6,73,7.37,80.81,Medium,Twitter,10.964721845318861,10.964721845318861
8200,48,9.04,4.21,4.14,31,4.0,90.2,Low,LinkedIn,22.55,22.55
8201,35,9.58,2.92,6.24,24,8.75,9.01,Medium,YouTube,1.0297142857142856,1.0297142857142856
8202,28,11.59,3.6,5.73,52,8.73,86.6,Medium,Snapchat,9.919816723940434,9.919816723940434
8203,48,6.48,7.22,4.95,63,1.6,59.72,Medium,Snapchat,37.324999999999996,37.324999999999996
8204,20,7.77,3.2,8.0,32,4.12,22.33,High,Snapchat,5.4199029126213585,5.4199029126213585
8205,29,4.68,2.66,6.03,102,2.54,30.82,Medium,Instagram,12.133858267716535,12.133858267716535
8206,42,8.46,3.14,3.55,116,2.22,46.21,Low,YouTube,20.815315315315313,20.815315315315313
8207,38,6.1,2.11,4.77,100,4.73,63.14,Low,Snapchat,13.348837209302324,13.348837209302324
8208,29,5.81,4.58,8.84,101,6.63,24.04,Medium,Snapchat,3.625942684766214,3.625942684766214
8209,19,10.41,1.61,8.86,37,4.09,21.5,High,Snapchat,5.256723716381418,5.256723716381418
8210,34,1.55,6.63,4.53,118,3.78,89.32,High,Snapchat,23.62962962962963,23.62962962962963
8211,19,10.7,2.19,4.0,91,1.85,84.68,Medium,LinkedIn,45.77297297297297,45.77297297297297
8212,45,10.37,4.99,5.97,78,4.45,76.91,High,LinkedIn,17.28314606741573,17.28314606741573
8213,34,6.57,1.44,5.89,7,5.24,76.33,Medium,YouTube,14.56679389312977,14.56679389312977
8214,46,6.39,7.84,5.46,0,4.59,76.83,Low,YouTube,16.73856209150327,16.73856209150327
8215,46,4.98,3.91,6.18,73,7.12,92.49,High,Snapchat,12.990168539325841,12.990168539325841
8216,24,11.94,6.67,4.39,58,3.59,84.53,Medium,Snapchat,23.545961002785518,23.545961002785518
8217,28,2.22,6.26,3.69,34,7.44,39.47,High,Snapchat,5.30510752688172,5.30510752688172
8218,29,7.49,5.85,6.42,117,8.94,47.66,High,Instagram,5.331096196868009,5.331096196868009
8219,25,8.5,6.71,8.6,111,6.32,60.85,High,Twitter,9.628164556962025,9.628164556962025
8220,46,11.28,1.25,3.83,96,4.5,48.08,Low,LinkedIn,10.684444444444445,10.684444444444445
8221,38,9.58,5.59,7.23,15,2.62,30.4,Low,Snapchat,11.603053435114504,11.603053435114504
8222,42,8.08,2.49,5.63,13,9.39,86.25,High,Instagram,9.185303514376995,9.185303514376995
8223,21,2.28,6.39,4.76,4,7.77,80.54,Low,Instagram,10.365508365508367,10.365508365508367
8224,41,5.11,7.68,8.12,79,3.22,39.6,Low,Instagram,12.298136645962733,12.298136645962733
8225,17,2.53,7.26,5.74,20,2.36,12.35,High,LinkedIn,5.233050847457627,5.233050847457627
8226,28,10.69,1.36,6.5,57,1.44,1.48,High,Twitter,1.027777777777778,1.027777777777778
8227,34,9.25,3.27,5.66,56,2.71,10.15,High,Snapchat,3.745387453874539,3.745387453874539
8228,16,9.33,3.23,3.49,10,7.59,16.32,Medium,Snapchat,2.150197628458498,2.150197628458498
8229,47,8.17,1.42,6.57,113,6.67,66.12,Low,Twitter,9.913043478260871,9.913043478260871
8230,37,6.58,1.24,5.51,70,9.71,22.74,Medium,LinkedIn,2.3419155509783725,2.3419155509783725
8231,44,2.65,3.39,3.52,7,3.9,63.85,Medium,Instagram,16.371794871794872,16.371794871794872
8232,17,4.63,7.94,6.57,80,8.08,33.5,Medium,Snapchat,4.146039603960396,4.146039603960396
8233,26,2.51,4.77,3.06,93,2.08,89.61,Low,Instagram,43.08173076923077,43.08173076923077
8234,32,8.97,5.16,4.25,13,6.06,47.44,High,Twitter,7.8283828382838285,7.8283828382838285
8235,23,2.76,4.03,7.69,48,5.2,67.61,Low,Snapchat,13.001923076923076,13.001923076923076
8236,37,8.72,5.47,3.23,107,8.54,46.63,High,Snapchat,5.460187353629977,5.460187353629977
8237,19,8.61,7.67,6.88,113,7.31,91.34,Medium,Snapchat,12.495212038303695,12.495212038303695
8238,26,6.05,4.92,8.7,32,2.75,69.05,Medium,YouTube,25.10909090909091,25.10909090909091
8239,23,2.49,0.99,4.03,23,9.85,64.57,Medium,Twitter,6.555329949238578,6.555329949238578
8240,24,4.46,4.2,5.5,70,8.41,59.64,Medium,Twitter,7.0915576694411415,7.0915576694411415
8241,41,4.52,7.95,6.45,37,4.19,98.87,Medium,Instagram,23.596658711217184,23.596658711217184
8242,17,8.7,3.41,5.7,78,8.43,68.79,High,LinkedIn,8.16014234875445,8.16014234875445
8243,31,2.25,4.95,6.72,49,9.61,75.66,Medium,Snapchat,7.873048907388138,7.873048907388138
8244,46,10.12,1.3,5.42,106,9.01,9.09,Medium,Snapchat,1.0088790233074363,1.0088790233074363
8245,21,9.37,1.56,3.89,88,6.01,81.61,High,Snapchat,13.579034941763728,13.579034941763728
8246,36,3.05,7.06,3.53,63,6.19,60.07,Low,Twitter,9.704361873990306,9.704361873990306
8247,41,8.91,2.75,7.47,80,1.96,34.33,Medium,Snapchat,17.51530612244898,17.51530612244898
8248,34,8.35,2.79,4.43,96,2.48,58.59,High,Twitter,23.625,23.625
8249,43,9.23,3.4,8.08,1,9.84,62.93,Medium,LinkedIn,6.395325203252033,6.395325203252033
8250,23,3.08,7.75,7.46,38,7.93,26.76,High,LinkedIn,3.3745271122320304,3.3745271122320304
8251,29,2.73,1.13,3.3,73,1.23,44.27,Low,Twitter,35.99186991869919,35.99186991869919
8252,39,3.6,6.64,4.21,13,5.93,72.41,Medium,Snapchat,12.210792580101181,12.210792580101181
8253,41,5.02,3.06,4.75,11,4.11,23.36,Medium,Twitter,5.683698296836982,5.683698296836982
8254,46,9.73,6.87,6.57,80,3.8,83.78,Low,Snapchat,22.04736842105263,22.04736842105263
8255,47,9.12,7.94,7.86,77,6.01,8.68,Low,Snapchat,1.4442595673876872,1.4442595673876872
8256,17,11.18,3.12,3.36,50,3.88,58.54,Low,YouTube,15.087628865979381,15.087628865979381
8257,40,1.64,1.47,4.5,9,3.26,38.59,High,Twitter,11.837423312883438,11.837423312883438
8258,17,1.13,1.58,5.26,119,9.44,6.28,Medium,Instagram,0.6652542372881357,0.6652542372881357
8259,16,8.69,6.19,4.1,43,1.36,77.67,High,Instagram,57.11029411764706,57.11029411764706
8260,27,4.07,1.59,6.27,102,4.93,55.11,Low,LinkedIn,11.178498985801218,11.178498985801218
8261,24,4.67,2.45,5.87,39,5.6,71.82,Medium,Snapchat,12.825,12.825
8262,43,7.01,2.03,4.9,92,4.96,38.63,Low,Snapchat,7.788306451612904,7.788306451612904
8263,48,2.13,3.17,6.1,108,6.92,86.1,Low,YouTube,12.442196531791907,12.442196531791907
8264,37,8.07,1.06,5.13,59,1.23,9.29,High,Snapchat,7.552845528455284,7.552845528455284
8265,40,4.58,6.93,5.06,69,8.96,24.1,High,LinkedIn,2.689732142857143,2.689732142857143
8266,33,7.96,6.95,4.59,103,5.5,79.67,Medium,Twitter,14.485454545454546,14.485454545454546
8267,21,10.17,3.6,6.24,30,5.98,95.51,High,Twitter,15.971571906354514,15.971571906354514
8268,33,2.88,5.09,5.66,36,5.16,84.8,Medium,LinkedIn,16.434108527131784,16.434108527131784
8269,31,11.24,5.31,4.18,72,5.0,23.86,Low,YouTube,4.772,4.772
8270,30,6.84,6.12,3.08,57,2.68,35.51,Medium,Twitter,13.249999999999998,13.249999999999998
8271,23,11.15,4.41,3.91,42,5.54,76.78,Low,LinkedIn,13.859205776173285,13.859205776173285
8272,28,3.29,4.33,3.26,108,4.79,94.68,High,Snapchat,19.766179540709814,19.766179540709814
8273,22,7.65,5.23,5.59,96,5.21,29.64,Low,Twitter,5.689059500959693,5.689059500959693
8274,32,5.44,5.77,4.35,70,1.12,39.25,High,LinkedIn,35.044642857142854,35.044642857142854
8275,47,9.52,3.1,5.52,37,2.18,3.26,Medium,YouTube,1.495412844036697,1.495412844036697
8276,37,7.66,2.98,4.98,7,7.87,50.94,Medium,Twitter,6.472681067344345,6.472681067344345
8277,28,6.44,2.52,6.23,33,4.77,9.73,Medium,YouTube,2.0398322851153043,2.0398322851153043
8278,38,11.04,4.62,7.34,16,7.69,9.47,Low,Instagram,1.2314694408322497,1.2314694408322497
8279,44,5.15,3.2,5.88,16,2.54,76.37,High,YouTube,30.06692913385827,30.06692913385827
8280,37,3.42,4.55,3.37,93,7.28,35.05,Medium,LinkedIn,4.814560439560439,4.814560439560439
8281,16,7.69,3.54,3.11,81,3.6,93.63,Low,Snapchat,26.008333333333333,26.008333333333333
8282,44,7.86,6.78,4.28,52,7.35,71.89,Low,Twitter,9.780952380952382,9.780952380952382
8283,20,5.83,1.05,5.55,102,1.78,30.18,Low,YouTube,16.95505617977528,16.95505617977528
8284,25,6.35,4.79,3.27,14,4.0,68.51,Medium,Twitter,17.1275,17.1275
8285,34,11.56,4.82,4.97,63,2.07,86.69,Low,Twitter,41.8792270531401,41.8792270531401
8286,22,9.06,3.38,8.32,108,6.67,44.17,High,LinkedIn,6.622188905547227,6.622188905547227
8287,28,2.22,3.66,3.54,56,4.53,56.62,High,LinkedIn,12.498896247240618,12.498896247240618
8288,25,3.33,6.5,8.69,19,1.67,22.53,Medium,Instagram,13.491017964071858,13.491017964071858
8289,17,11.73,2.61,8.14,60,5.74,40.82,Low,Snapchat,7.111498257839721,7.111498257839721
8290,21,8.99,7.04,7.99,24,1.22,58.33,Medium,Instagram,47.81147540983606,47.81147540983606
8291,23,11.07,7.22,8.18,77,8.37,61.93,Low,LinkedIn,7.399044205495819,7.399044205495819
8292,40,4.34,5.38,3.48,26,9.45,72.28,Medium,Instagram,7.64867724867725,7.64867724867725
8293,22,9.16,6.3,3.91,46,8.29,95.78,Medium,YouTube,11.553679131483717,11.553679131483717
8294,38,8.85,5.1,3.81,98,9.56,84.02,High,YouTube,8.788702928870292,8.788702928870292
8295,34,4.24,4.44,3.67,27,9.07,85.31,Low,Twitter,9.405733186328556,9.405733186328556
8296,37,7.06,7.75,4.97,5,9.05,56.19,High,Instagram,6.208839779005524,6.208839779005524
8297,28,7.9,2.62,7.98,40,3.21,15.27,High,Instagram,4.757009345794392,4.757009345794392
8298,36,6.29,1.66,4.51,58,3.08,63.91,Low,LinkedIn,20.75,20.75
8299,16,10.1,2.66,4.47,94,8.28,41.22,Medium,Instagram,4.978260869565218,4.978260869565218
8300,34,10.16,5.11,7.06,77,5.42,4.15,Low,Twitter,0.7656826568265683,0.7656826568265683
8301,48,10.36,1.89,3.58,60,9.48,20.29,Low,LinkedIn,2.140295358649789,2.140295358649789
8302,19,9.84,7.32,5.16,79,9.08,76.15,High,Twitter,8.386563876651984,8.386563876651984
8303,18,6.37,3.58,4.77,48,9.04,63.47,High,YouTube,7.021017699115045,7.021017699115045
8304,42,5.2,6.87,8.08,107,3.94,97.86,Low,LinkedIn,24.83756345177665,24.83756345177665
8305,43,10.15,2.37,6.09,99,2.2,92.42,Low,Snapchat,42.00909090909091,42.00909090909091
8306,21,6.39,2.85,6.88,4,7.1,59.83,Medium,Twitter,8.426760563380283,8.426760563380283
8307,21,3.71,0.94,3.77,95,4.97,16.34,High,Snapchat,3.2877263581488934,3.2877263581488934
8308,38,6.58,2.43,8.57,10,9.41,34.3,High,Snapchat,3.6450584484590856,3.6450584484590856
8309,48,2.56,4.18,4.93,85,8.68,24.07,High,Twitter,2.773041474654378,2.773041474654378
8310,31,8.61,7.6,7.24,106,9.36,47.58,Low,LinkedIn,5.083333333333333,5.083333333333333
8311,39,4.7,3.42,8.73,39,6.11,80.26,Low,Snapchat,13.135842880523732,13.135842880523732
8312,20,3.87,5.3,6.05,91,5.74,82.36,Medium,LinkedIn,14.348432055749129,14.348432055749129
8313,28,11.52,3.71,6.05,113,8.62,18.63,High,Snapchat,2.1612529002320184,2.1612529002320184
8314,27,9.55,0.85,3.7,69,5.61,55.36,High,Twitter,9.868092691622103,9.868092691622103
8315,20,9.66,4.28,5.34,38,9.1,68.0,Medium,Instagram,7.472527472527473,7.472527472527473
8316,46,7.86,0.99,8.11,69,1.31,40.27,Medium,LinkedIn,30.740458015267176,30.740458015267176
8317,43,10.23,7.13,3.81,109,4.23,90.64,Medium,Snapchat,21.427895981087467,21.427895981087467
8318,43,9.35,6.15,8.51,19,8.51,36.54,High,Instagram,4.293772032902468,4.293772032902468
8319,45,7.59,3.34,7.0,101,2.89,49.52,High,Instagram,17.134948096885815,17.134948096885815
8320,33,11.57,5.3,5.53,3,4.59,59.1,High,Instagram,12.875816993464053,12.875816993464053
8321,42,3.11,1.34,6.28,88,1.09,43.31,High,Twitter,39.73394495412844,39.73394495412844
8322,41,11.38,5.77,3.9,12,3.72,96.4,Medium,Twitter,25.913978494623656,25.913978494623656
8323,33,5.42,6.67,4.3,48,3.87,76.29,Medium,Twitter,19.713178294573645,19.713178294573645
8324,48,6.81,6.66,4.72,75,7.59,83.08,Medium,Twitter,10.945981554677207,10.945981554677207
8325,40,2.35,2.63,5.31,8,7.1,75.51,High,LinkedIn,10.635211267605635,10.635211267605635
8326,46,6.94,2.48,8.49,58,5.0,59.22,Medium,Snapchat,11.844,11.844
8327,17,7.72,4.41,5.21,115,7.56,3.79,High,LinkedIn,0.5013227513227514,0.5013227513227514
8328,48,11.97,7.76,6.14,2,4.86,76.71,Medium,Instagram,15.783950617283947,15.783950617283947
8329,47,11.73,7.4,3.97,95,4.91,61.66,Medium,Snapchat,12.55804480651731,12.55804480651731
8330,33,11.63,3.2,7.42,10,6.81,8.99,Low,Snapchat,1.3201174743024964,1.3201174743024964
8331,32,4.83,6.35,6.36,4,7.51,12.74,High,Instagram,1.696404793608522,1.696404793608522
8332,49,11.9,7.41,5.64,34,8.62,48.64,High,YouTube,5.642691415313226,5.642691415313226
8333,22,6.01,2.46,8.68,112,7.76,85.43,Low,Snapchat,11.009020618556702,11.009020618556702
8334,45,10.37,6.73,8.34,23,7.03,55.82,Low,LinkedIn,7.940256045519203,7.940256045519203
8335,27,3.38,2.51,6.96,104,6.05,92.04,High,Snapchat,15.213223140495868,15.213223140495868
8336,26,6.56,3.07,8.53,69,3.77,81.75,Low,Instagram,21.684350132625994,21.684350132625994
8337,19,11.63,1.99,6.39,81,3.35,63.45,High,Instagram,18.940298507462686,18.940298507462686
8338,40,11.42,4.3,7.96,101,8.59,32.02,Low,LinkedIn,3.7275902211874277,3.7275902211874277
8339,47,8.52,6.82,5.46,5,7.46,85.42,High,Instagram,11.450402144772118,11.450402144772118
8340,35,9.78,4.46,3.52,85,6.99,66.26,Low,Snapchat,9.47925608011445,9.47925608011445
8341,46,2.94,1.43,8.96,41,3.33,55.72,High,Twitter,16.73273273273273,16.73273273273273
